fold_id,model_name,segment,rebill_period_t,expected_active_users,actual_active_users,expected_ltv_usd,actual_ltv_usd,n_rows
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_APAC_EA,1,8.3473,7.0,137.73,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_APAC_EA,2,6.0639,5.0,237.78,198.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_APAC_EA,3,4.7416,3.0,316.02,247.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_APAC_EA,1,7.6732,7.0,126.61,115.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_APAC_EA,2,5.0246,5.0,209.51,198.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_APAC_EA,3,3.5015,3.0,267.29,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_APAC_SEA,1,9.3009,8.0,153.46,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_APAC_SEA,2,7.1229,6.0,270.99,231.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_APAC_SEA,3,5.9883,4.0,369.8,297.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_APAC_SEA,1,8.5368,8.0,140.86,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_APAC_SEA,2,5.9639,6.0,239.26,231.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_APAC_SEA,3,4.5671,4.0,314.62,297.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_CIS,1,15.6579,14.0,258.36,231.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_CIS,2,11.2447,9.0,443.89,379.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_CIS,3,9.1794,7.0,595.35,495.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_CIS,1,14.3859,14.0,237.37,231.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_CIS,2,9.4364,9.0,393.07,379.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_CIS,3,6.8682,7.0,506.39,495.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_DACH,1,8.5776,8.0,141.53,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_DACH,2,6.4202,5.0,247.46,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_DACH,3,5.2838,4.0,334.65,280.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_DACH,1,8.0786,8.0,133.3,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_DACH,2,5.4136,5.0,222.62,214.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_DACH,3,4.0107,4.0,288.8,280.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_EAST,1,8.2235,7.0,135.69,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_EAST,2,5.9913,5.0,234.54,198.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_EAST,3,4.7797,3.0,313.41,247.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_EAST,1,7.5891,7.0,125.22,115.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_EAST,2,4.8509,5.0,205.26,198.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_EAST,3,3.3849,3.0,261.11,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_NORTH,1,8.4945,8.0,140.16,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_NORTH,2,6.4105,5.0,245.93,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_NORTH,3,5.1283,4.0,330.55,280.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_NORTH,1,7.8091,8.0,128.85,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_NORTH,2,5.2217,5.0,215.01,214.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_NORTH,3,3.7691,4.0,277.2,280.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_SOUTH,1,8.2105,7.0,135.47,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_SOUTH,2,6.1501,5.0,236.95,198.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_SOUTH,3,4.7941,3.0,316.05,247.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_SOUTH,1,7.5696,7.0,124.9,115.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_SOUTH,2,4.9303,5.0,206.25,198.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_SOUTH,3,3.5238,3.0,264.39,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_WEST,1,7.9184,7.0,130.65,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_WEST,2,5.822,4.0,226.72,181.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_EU_WEST,3,4.3891,3.0,299.14,231.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_WEST,1,7.1656,7.0,118.23,115.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_WEST,2,4.5083,4.0,192.62,181.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_EU_WEST,3,3.2944,3.0,246.98,231.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_LATAM,1,17.1106,15.0,282.32,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_LATAM,2,12.3869,10.0,486.71,412.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_LATAM,3,10.2822,7.0,656.37,528.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_LATAM,1,15.9003,15.0,262.35,247.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_LATAM,2,10.0959,10.0,428.94,412.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_LATAM,3,7.3896,7.0,550.87,528.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_MENA,1,10.624,10.0,175.3,165.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_MENA,2,7.787,6.0,303.78,264.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_MENA,3,6.7284,5.0,414.8,346.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_MENA,1,9.666,10.0,159.49,165.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_MENA,2,6.675,6.0,269.63,264.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_MENA,3,5.1208,5.0,354.12,346.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_NA_CA,1,8.9309,8.0,147.36,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_NA_CA,2,6.7357,5.0,258.5,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_NA_CA,3,5.4043,4.0,347.67,280.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_NA_CA,1,8.2798,8.0,136.62,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_NA_CA,2,5.5867,5.0,228.8,214.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_NA_CA,3,4.2474,4.0,298.88,280.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_NA_US,1,9.0294,8.0,148.99,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_NA_US,2,6.9442,6.0,263.56,231.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_NA_US,3,5.6851,4.0,357.37,297.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_NA_US,1,8.3407,8.0,137.62,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_NA_US,2,5.7414,6.0,232.35,231.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_NA_US,3,4.377,4.0,304.58,297.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_ROW,1,7.9984,7.0,131.97,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_ROW,2,5.8281,5.0,228.14,198.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_ROW,3,4.5372,3.0,303.0,247.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_ROW,1,7.3215,7.0,120.8,115.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_ROW,2,4.7116,5.0,198.55,198.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_ROW,3,3.3619,3.0,254.02,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_SOUTH_ASIA,1,8.7991,8.0,145.19,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_SOUTH_ASIA,2,6.5816,5.0,253.78,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_SOUTH_ASIA,3,5.3439,4.0,341.96,280.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_SOUTH_ASIA,1,8.171,8.0,134.82,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_SOUTH_ASIA,2,5.4044,5.0,223.99,214.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_SOUTH_ASIA,3,4.1847,4.0,293.04,280.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_SSA,1,9.4421,9.0,155.79,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_SSA,2,7.0899,6.0,272.78,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_SSA,3,5.8302,4.0,368.98,313.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_SSA,1,8.9458,9.0,147.61,148.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_SSA,2,5.8794,6.0,244.62,247.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_SSA,3,4.3517,4.0,316.42,313.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_UK,1,8.4961,8.0,140.19,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_UK,2,6.2262,5.0,242.92,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_MONTHLY_UK,3,5.0533,4.0,326.3,280.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_UK,1,7.6519,8.0,126.26,132.0,1
fold_1,BdW,2021-W28_SUB_MONTHLY_UK,2,5.0711,5.0,209.93,214.5,1
fold_1,BdW,2021-W28_SUB_MONTHLY_UK,3,3.6516,4.0,270.18,280.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,7,3.1469,2.0,51.92,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,8,2.7891,2.0,97.94,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,9,2.4827,1.0,138.91,82.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,10,2.231,1.0,175.72,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,11,2.2493,1.0,212.83,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,12,2.1483,1.0,248.28,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_ANZ,13,2.0796,1.0,282.59,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,7,1.8398,2.0,30.36,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,8,1.5903,2.0,56.6,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,9,1.4566,1.0,80.63,82.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,10,1.411,1.0,103.91,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,11,1.2542,1.0,124.61,115.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,12,1.1251,1.0,143.17,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_ANZ,13,0.9603,1.0,159.02,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,7,2.7888,2.0,46.02,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,8,2.521,1.0,87.61,49.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,9,2.2696,1.0,125.06,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,10,2.1908,1.0,161.21,82.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,11,2.0731,1.0,195.41,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,12,1.8341,1.0,225.68,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_EA,13,1.6941,1.0,253.63,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,7,1.6322,2.0,26.93,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,8,1.5533,1.0,52.56,49.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,9,1.0728,1.0,70.26,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,10,0.9775,1.0,86.39,82.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,11,0.8649,1.0,100.66,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,12,0.7047,1.0,112.29,115.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_EA,13,0.6036,1.0,122.25,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,7,3.5294,2.0,58.24,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,8,2.9994,2.0,107.73,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,9,2.8484,2.0,154.72,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,10,2.6872,2.0,199.06,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,11,2.553,1.0,241.19,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,12,2.3531,1.0,280.01,165.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_APAC_SEA,13,2.5501,1.0,322.09,181.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,7,2.2444,2.0,37.03,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,8,2.0921,2.0,71.55,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,9,1.7165,2.0,99.87,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,10,1.6912,2.0,127.78,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,11,1.5031,1.0,152.58,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,12,1.4476,1.0,176.47,165.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_APAC_SEA,13,1.2643,1.0,197.33,181.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,7,5.7928,3.0,95.59,49.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,8,5.1349,3.0,180.43,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,9,4.6489,3.0,257.35,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,10,4.277,2.0,327.03,181.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,11,4.1312,2.0,395.31,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,12,3.9446,2.0,460.56,247.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_CIS,13,3.2177,2.0,514.68,280.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,7,3.2918,3.0,54.31,49.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,8,2.744,3.0,96.67,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,9,2.5611,3.0,136.75,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,10,2.7327,2.0,201.71,181.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,11,1.7955,2.0,208.72,214.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,12,1.8765,2.0,242.67,247.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_CIS,13,1.5782,2.0,254.98,280.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,7,2.9472,2.0,48.63,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,8,2.559,2.0,90.85,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,9,2.4666,1.0,131.55,82.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,10,2.2824,1.0,169.21,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,11,2.1066,1.0,203.97,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,12,1.7374,1.0,232.64,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_DACH,13,2.0543,1.0,266.53,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,7,1.736,2.0,28.64,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,8,1.5848,2.0,54.79,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,9,1.3679,1.0,77.36,82.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,10,1.1666,1.0,96.61,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,11,1.0513,1.0,113.96,115.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,12,0.6943,1.0,125.41,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_DACH,13,0.7589,1.0,137.94,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,7,3.2075,2.0,52.92,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,8,2.882,2.0,100.48,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,9,2.5938,2.0,143.27,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,10,2.5025,1.0,184.57,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,11,2.2456,1.0,221.62,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,12,2.1047,1.0,256.35,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_EAST,13,2.0267,1.0,289.79,165.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,7,1.958,2.0,32.31,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,8,1.7023,2.0,60.39,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,9,1.6433,2.0,87.51,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,10,1.2749,1.0,108.55,115.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,11,1.2781,1.0,129.63,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,12,1.1021,1.0,147.82,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_EAST,13,0.9705,1.0,163.83,165.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,7,3.0576,2.0,50.45,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,8,2.7918,2.0,96.52,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,9,2.5463,1.0,138.53,82.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,10,2.4819,1.0,179.48,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,11,2.2052,1.0,215.87,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,12,2.0931,1.0,250.4,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_NORTH,13,1.9446,1.0,282.49,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,7,1.8958,2.0,31.28,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,8,1.7186,2.0,59.64,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,9,1.4808,1.0,84.07,82.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,10,1.3993,1.0,107.16,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,11,1.1013,1.0,125.33,115.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,12,1.0613,1.0,142.84,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_NORTH,13,0.8557,1.0,156.96,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,7,3.3144,2.0,54.69,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,8,2.989,2.0,104.01,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,9,2.7212,2.0,148.91,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,10,2.5255,1.0,190.58,115.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,11,2.3183,1.0,228.83,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,12,2.1147,1.0,263.72,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_SOUTH,13,2.1611,1.0,299.38,165.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,7,2.0645,2.0,34.06,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,8,1.7499,2.0,62.94,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,9,1.606,2.0,89.44,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,10,1.4476,1.0,113.32,115.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,11,1.2312,1.0,133.64,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,12,1.1744,1.0,153.01,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_SOUTH,13,1.1421,1.0,171.86,165.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,7,2.6762,1.0,44.16,16.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,8,2.549,1.0,86.22,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,9,2.2605,1.0,123.51,49.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,10,2.1104,1.0,158.34,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,11,1.9803,1.0,191.01,82.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,12,1.8458,1.0,221.47,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_EU_WEST,13,1.6792,0.0,249.17,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,7,1.5641,1.0,25.81,16.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,8,1.3224,1.0,47.63,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,9,1.1657,1.0,66.86,49.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,10,0.8293,1.0,80.54,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,11,0.6474,1.0,91.23,82.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,12,0.6815,1.0,102.47,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_EU_WEST,13,0.5493,0.0,111.54,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,7,7.3373,5.0,121.06,82.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,8,6.8229,4.0,233.41,148.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,9,5.882,4.0,330.9,214.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,10,5.4551,3.0,420.07,264.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,11,5.2505,3.0,506.88,313.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,12,5.0448,3.0,590.35,363.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_LATAM,13,5.1273,3.0,674.84,412.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,7,4.4075,5.0,72.72,82.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,8,4.3606,4.0,149.6,148.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,9,3.9591,4.0,210.7,214.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,10,3.677,3.0,284.55,264.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,11,3.4074,3.0,334.98,313.5,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,12,3.1364,3.0,378.89,363.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_LATAM,13,2.1112,3.0,366.35,412.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,7,3.9239,2.0,64.74,33.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,8,3.4852,2.0,122.25,66.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,9,3.3434,2.0,177.42,99.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,10,3.1296,2.0,229.05,132.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,11,2.9225,2.0,277.28,165.0,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,12,2.559,1.0,319.5,181.5,1
fold_1,Baseline_Survival,2021-W28_SUB_WEEKLY_MENA,13,2.6278,1.0,362.86,198.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_MENA,7,2.5521,2.0,42.11,33.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_MENA,8,2.3659,2.0,81.15,66.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_MENA,9,2.0412,2.0,114.83,99.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_MENA,10,1.805,2.0,144.61,132.0,1
fold_1,BdW,2021-W28_SUB_WEEKLY_MENA,11,1.5414,2.0,170.04,165.0,1
