model_name,wape_conversions_mean,wape_cac_mean,n_folds
Baseline_LastClick,0.47250000273953097,0.38771394977223794,4
Markov_DDA,0.46749967280344185,0.39092807156615295,4
Shapley_DDA,0.46250006907896346,0.4007981644111419,4
