model_name,wape_mean,wbias_mean,n_folds
Baseline_MMM_Reg,0.6075000637742486,-0.07249991235228234,4
MMM_BSTS_DDA,0.14999995158598742,-2.6900733062721477e-07,4
MMM_BSTS_Heuristic,0.1800000859706891,-0.005000212523635045,4
MMM_Bayesian_DDA,0.17500005625125922,-0.010000107386933244,4
MMM_Bayesian_Heuristic,0.20750020853356466,-0.015000130343726124,4
